Rank,WinRate,Games,KDA,AVG_kills,AVG_deaths,AVG_assists,Creep_Score,Damage,Gold,Multi_KillChallenger,57,171,4.02,6.9,3.2,6.1,170.0,17725,10805,110
Master,51,305,2.17,6.1,5.2,5.2,207.4,18888,11713,220
Master,54,195,3.42,2.3,5.1,15.1,34.9,6576,7786,12
Diamond,52,101,2.72,7.0,5.8,8.7,42.6,9717,10600,79
Unranked,62,151,3.75,1.4,4.0,13.5,18.7,6264,7453,7
Grandmaster,50,62,2.16,1.6,5.9,11.2,32.5,6627,6796,2
Grandmaster,53,407,3.58,8.8,4.8,8.5,142.8,18464,11313,285
Grandmaster,52,155,2.82,6.0,3.8,4.7,177.8,13930,10780,111
Grandmaster,58,151,3.86,1.5,4.1,14.2,32.7,5449,7436,3
Grandmaster,60,101,4.12,9.5,4.1,7.4,164.4,18754,11645,130
Master,61,211,3.3,5.8,3.7,6.4,195.7,19330,11065,110
Grandmaster,52,476,2.98,1.4,4.9,13.2,29.3,4923,7038,15
Grandmaster,56,163,2.73,8.6,5.3,5.9,198.1,19077,12337,251
Master,61,137,3.98,1.9,3.9,13.7,38.6,7883,7796,3
Grandmaster,62,263,3.82,7.9,3.7,6.2,169.7,20991,11066,191
Master,59,51,3.28,6.7,4.0,6.4,197.6,22016,11461,53
Grandmaster,60,221,3.96,2.5,4.4,15.1,61.9,9525,8698,20
Grandmaster,64,118,3.31,5.8,4.2,8.1,197.2,22853,11791,52
Grandmaster,56,127,3.56,2.0,4.6,14.5,30.5,7402,7403,3
Grandmaster,58,174,2.66,6.9,4.5,5.2,215.8,16662,12419,178
Grandmaster,63,65,1.85,6.6,6.0,4.4,200.9,16359,11143,42
Master,53,489,2.76,1.5,5.5,13.7,30.8,5881,7132,10
Unranked,54,234,1.62,6.8,6.9,4.3,219.0,20412,12366,206
Master,57,329,2.04,5.9,5.5,5.5,172.8,18245,11003,190
Master,62,241,4.0,2.2,4.4,15.3,15.3,5676,7685,31
Master,56,227,3.84,8.0,4.4,9.0,155.8,16253,11719,189
Diamond,54,1088,3.13,5.0,3.8,6.9,207.4,19413,12257,537
Master,71,38,3.23,7.8,4.6,7.1,186.1,18175,12088,38
Master,57,44,3.74,10.6,4.8,7.5,160.2,21651,12097,60
Master,55,528,2.32,6.1,4.6,4.6,199.5,14322,11332,385
Master,58,69,3.47,2.1,5.2,16.0,9.3,8606,7631,6
Master,60,164,2.52,7.5,5.0,5.0,191.3,17929,11602,164
Master,53,724,3.33,2.2,4.7,13.3,15.9,8348,7502,94
Master,58,171,3.02,8.8,5.1,6.5,171.3,22338,11779,183
Diamond,63,127,2.97,9.7,5.6,6.9,172.2,22584,11728,147
Master,58,156,3.79,7.4,3.8,7.0,188.9,17174,11951,131
