Rank,WinRate,Games,KDA,AVG_kills,AVG_deaths,AVG_assists,Creep_Score,Damage,Gold,Multi_Kill
Master,53,172,2.35,5.8,4.8,5.4,190.8,20589,10889,120
Master,52,224,2.63,1.7,5.8,13.5,33.8,5764,7320,8
Master,55,681,3.23,10.2,5.3,6.8,164.5,18290,11935,840
Unranked,65,91,3.77,2.2,4.3,14.2,23.2,8494,7886,6
Master,56,135,3.35,9.3,4.7,6.5,190.8,19264,12385,197
Master,62,53,5.5,8.5,3.5,10.8,155.0,16012,11920,33
Master,70,118,3.02,8.0,5.2,7.5,200.1,24711,12458,152
Master,57,160,4.91,6.2,2.8,7.7,209.1,21395,11805,90
Master,52,124,1.5,7.3,8.0,4.8,195.5,22164,12184,101
Master,53,162,2.19,5.3,4.1,3.6,194.5,14978,11378,94
Master,61,407,2.58,7.0,5.5,7.4,174.4,19924,11826,317
Unranked,57,701,2.65,8.1,6.4,9.0,39.4,11700,11565,786
Master,51,73,2.41,7.6,6.0,6.8,169.3,16457,12126,87
Master,56,185,2.94,7.7,5.2,7.5,210.6,21852,12504,221
Master,54,404,2.69,7.1,5.7,8.2,187.8,20589,11864,318
Master,53,1061,3.38,9.2,4.4,5.7,162.2,18076,11443,2156
Master,58,129,3.21,10.7,5.3,6.5,146.8,20550,11908,195
Master,64,141,2.18,5.6,4.4,4.0,183.3,15824,11099,72
Master,54,69,2.89,8.2,5.6,8.1,162.2,18172,11468,53
Master,55,47,2.93,1.4,5.1,13.6,32.8,5726,7391,2
Master,60,239,3.04,7.5,4.7,6.8,170.8,16415,11422,209
Platinum 1,82,27,2.89,7.7,4.1,4.0,216.3,19530,12378,30
Unranked,61,51,2.87,8.6,5.1,6.0,163.5,19619,11219,51
Master,43,79,1.78,7.5,7.2,5.3,189.9,20526,11648,98
Master,50,434,2.82,6.9,4.1,4.8,166.4,17929,10480,401
Master,67,27,3.5,6.1,4.0,7.7,188.0,17713,12096,15
Master,64,111,3.71,9.5,3.9,4.8,197.4,20944,12608,138
Master,55,262,2.26,9.2,6.9,6.5,161.9,21891,11879,332
Master,57,125,2.97,8.2,6.0,9.5,190.7,25562,12181,138
Master,59,178,2.33,8.4,8.0,10.3,174.3,28082,12116,190
Master,58,366,2.62,2.6,6.5,14.6,36.8,8376,8114,39
Master,58,367,4.62,10.0,3.8,7.4,163.2,19665,11956,456
Master,60,186,2.43,6.3,5.3,6.7,157.7,18582,10739,98
Master,59,111,3.14,6.7,4.3,6.6,206.3,19284,11809,142
Master,54,653,2.19,6.4,4.8,4.0,196.1,15554,11611,738
Master,74,65,3.45,7.3,3.6,5.1,205.6,21945,11790,72
Master,56,140,2.45,1.9,6.0,12.9,37.4,6312,7277,8
Master,57,769,3.4,2.1,5.0,14.9,18.4,9096,7790,44
Master,59,46,2.81,11.5,6.8,7.7,187.2,24328,13552,69
Master,48,60,3.33,1.9,5.3,15.7,29.3,6373,7460,3
Master,61,275,2.36,9.7,6.2,4.8,187.9,23914,13178,375
Master,56,88,2.8,8.8,5.3,5.9,196.4,19409,12151,216
Unranked,58,405,2.89,9.4,5.7,7.0,177.5,21529,12258,533
Master,53,266,3.59,7.0,3.7,6.2,179.4,18250,10930,184
Master,54,121,2.71,1.7,5.8,14.1,35.4,6116,7415,5
Master,60,404,2.37,8.4,6.6,7.3,168.5,21687,12007,415
Master,58,333,2.92,8.7,5.3,6.8,141.2,17259,10826,343
Master,54,169,3.16,1.7,5.3,15.0,16.6,6680,7435,10
Master,55,193,2.79,6.7,5.7,9.1,181.8,17503,11584,153
Unranked,64,75,3.5,1.5,4.8,15.3,18.2,7903,7683,0
Master,57,625,3.11,8.2,4.9,7.0,180.2,17983,11875,617
Master,58,332,2.83,7.2,5.0,7.0,157.2,18996,10865,213
Master,56,351,1.46,4.8,7.1,5.6,162.0,23337,10631,132
Master,60,200,2.56,10.3,5.9,4.6,163.0,19358,12232,508
Master,56,158,2.66,7.0,4.5,5.0,164.1,16621,11093,117
Master,60,209,2.87,10.7,5.9,6.3,152.3,20631,12087,314
Master,52,184,2.24,8.3,6.3,5.7,161.0,19294,11044,308
Master,48,62,2.17,3.7,4.9,6.9,180.0,16468,10695,7
Master,54,458,2.21,6.5,4.9,4.3,198.6,17278,12007,217
Master,49,302,2.77,1.5,5.3,13.3,29.9,5492,7183,9
Master,60,289,3.08,8.4,5.1,7.4,155.5,15778,11578,204
Master,58,211,2.09,6.8,5.6,5.0,209.7,20301,13168,151
Unranked,50,317,2.08,6.2,6.4,7.1,172.7,20303,10917,226
Master,56,840,2.17,8.3,6.1,5.1,167.7,20450,11898,782
Master,58,421,3.07,6.3,4.8,8.5,181.4,17544,12048,229
Master,57,145,3.6,6.3,4.1,8.4,206.2,17432,11752,93
Master,54,259,3.51,2.1,4.3,13.0,21.9,8569,7497,22
Master,60,326,3.54,6.9,4.3,8.2,168.4,18578,10970,202
Master,64,84,4.02,1.9,4.3,15.5,17.7,8890,7768,9
Diamond 1,92,13,4.05,1.8,4.8,17.5,12.2,8179,7625,1
Master,57,163,2.4,5.5,4.7,5.8,168.7,17325,10454,78
Master,64,52,1.92,6.3,6.0,5.1,187.5,19549,11783,38
Master,64,44,1.89,8.7,6.9,4.3,200.5,21730,13275,33
Master,60,174,2.99,10.8,6.2,7.8,202.8,24905,13427,246
Master,61,106,1.92,9.2,7.4,5.0,207.4,23610,13238,155
Master,49,83,3.81,1.6,3.5,11.9,18.7,7609,7282,3
Master,55,113,3.25,2.2,5.6,16.2,36.7,7827,8087,10
Unranked,51,147,2.84,3.9,3.4,5.9,197.9,16214,10624,53
Master,60,134,2.6,7.7,4.9,5.0,146.3,18512,10494,132
Master,57,42,3.39,5.3,4.6,10.2,157.0,14902,10446,28
Master,55,92,3.43,2.4,5.0,14.6,14.2,8295,7801,10
Master,50,115,1.78,6.6,6.1,4.3,232.9,20760,13129,87
Master,53,247,3.08,6.3,4.6,7.9,166.3,16632,10523,163
Master,64,42,2.68,8.0,5.9,7.8,210.0,24453,14142,42
Master,59,49,2.06,6.5,5.2,4.2,184.1,17693,11361,36
Master,59,255,3.32,11.3,5.1,5.7,170.3,22453,12611,702
Unranked,59,227,2.75,6.2,4.7,6.8,196.0,18579,11443,135
Unranked,56,217,3.49,7.1,4.6,9.1,143.1,13769,10786,154
Master,48,44,1.95,7.0,5.9,4.5,200.4,18342,11880,28
Master,57,107,3.09,1.7,5.3,14.5,30.3,5729,7376,9
Master,55,183,2.16,6.1,6.0,7.0,197.3,18111,11524,165
Master,58,96,3.22,6.1,5.6,12.0,48.2,17820,9766,38
Master,60,35,2.78,7.1,4.5,5.3,192.9,16506,11668,37
Master,54,177,2.98,9.2,5.2,6.2,206.2,19733,12701,292
Master,62,115,3.49,8.2,4.8,8.6,140.4,15770,11257,95
Master,56,638,4.49,2.3,3.5,13.3,27.7,8963,7760,57
Master,71,136,4.39,12.4,4.6,7.6,177.5,24263,13171,273
Master,51,319,2.55,8.9,5.7,5.6,174.4,21207,12229,396
Master,63,103,3.6,1.8,5.4,17.8,15.3,6615,7971,14
Master,51,49,1.64,6.2,6.3,4.1,200.0,22344,11790,41
Master,63,86,3.15,8.3,5.7,9.5,43.6,12822,11594,84
Master,53,508,2.61,9.1,5.6,5.6,174.2,19641,11872,1079
Master,51,71,2.33,6.4,5.1,5.4,184.8,20309,11076,61
Unranked,58,134,2.39,7.8,6.4,7.5,160.2,18676,11228,150
Master,55,89,2.88,8.1,5.4,7.3,193.9,19313,12316,71
Master,63,80,2.76,8.9,5.6,6.4,164.5,21872,11713,99
Master,59,106,3.22,2.3,4.7,12.8,63.9,10742,8679,16
Master,58,95,3.09,4.8,4.4,8.7,165.5,14297,10559,33
Master,56,300,2.84,2.2,5.7,13.9,31.3,10112,8152,19
Master,53,498,2.14,8.4,6.2,4.8,182.7,21369,11959,514
Master,64,59,2.26,6.6,5.1,5.0,202.3,19070,11686,35
Master,55,58,3.03,7.0,4.3,6.1,216.3,17748,12198,69
Unranked,54,59,3.05,7.1,4.7,7.2,173.7,18097,11305,76
Master,61,279,2.67,6.5,5.2,7.4,201.6,20053,12051,178
Master,52,164,2.63,9.4,6.3,7.2,209.7,25316,13384,218
Unranked,59,227,2.94,4.9,6.0,12.8,25.4,16831,9697,104
Master,56,248,2.24,5.6,4.6,4.6,183.7,14366,10878,162
Master,60,111,2.47,2.3,6.4,13.4,36.0,8787,7479,5
Master,53,630,1.88,5.3,5.0,4.1,167.3,17329,10641,483
Master,56,189,3.03,1.4,4.8,13.2,30.7,5126,7202,3
Master,57,269,2.65,8.5,5.8,6.7,175.8,19095,11984,421
Master,55,327,2.63,5.2,4.5,6.8,194.3,15456,11025,246
Master,63,73,5.77,1.8,3.1,15.8,23.7,7175,8123,6
Master,59,377,3.26,5.6,4.4,8.6,229.1,20140,12053,251
Master,58,113,3.04,1.4,4.8,13.1,26.1,5382,7367,7
Master,48,128,2.19,5.2,5.4,6.5,209.5,18104,11390,70
Master,53,653,2.36,5.2,7.4,12.4,42.4,20587,9788,220
Master,59,170,2.37,5.7,4.6,5.1,187.0,17753,11378,114
Unranked,62,87,2.27,4.0,4.8,6.9,178.3,16548,10428,40
Unranked,60,429,3.19,7.2,3.5,4.0,214.3,17823,12812,266
Master,57,158,2.11,6.3,5.0,4.3,187.8,18334,11490,106
Master,53,85,2.64,5.2,5.1,8.2,131.4,12486,9932,27
Master,59,383,3.8,1.7,4.0,13.7,23.0,5826,7582,26
Master,52,153,1.66,7.6,8.0,5.6,188.5,22904,12099,143
Master,57,83,2.52,6.6,5.9,8.1,187.7,24714,11870,75
Unranked,68,53,3.21,8.8,4.8,6.5,168.0,18917,11764,61
Unranked,50,122,3.01,6.4,4.4,6.9,180.3,15689,11571,75
Master,59,249,2.12,6.2,4.8,3.9,196.0,16024,11430,264
Unranked,58,135,3.22,8.9,4.3,5.0,191.7,20625,12481,179
Master,68,81,3.89,2.3,4.7,16.1,17.7,9959,8360,7
Master,57,148,2.31,3.8,4.8,7.4,162.2,16202,9789,31
Master,53,51,3.04,8.1,4.3,4.8,142.4,18717,10027,68
Master,67,104,2.88,10.2,6.3,8.1,142.7,22589,12324,132
Master,54,872,1.56,5.2,6.0,4.2,191.9,18493,11577,396
Master,54,247,4.27,4.1,3.5,10.8,129.9,11190,9687,67
Master,56,188,2.93,5.5,4.4,7.5,219.9,19610,11784,119
Master,52,255,3.51,8.1,4.2,6.6,164.9,17605,11537,261
Master,53,307,2.15,7.6,6.0,5.3,197.4,20734,12176,340
Master,56,438,2.76,7.3,4.8,5.9,190.3,18516,12053,374
Master,63,65,2.72,6.1,4.1,5.1,201.5,18676,11588,45
Master,52,92,1.76,8.5,7.6,4.9,193.3,24382,12500,102
Master,62,26,4.32,9.4,4.5,9.8,145.5,16852,11611,32
Unranked,53,404,4.18,2.7,3.6,12.6,124.8,7380,8799,69
Master,71,24,2.87,8.8,5.3,6.5,254.8,29248,15207,54
Master,54,43,2.6,11.9,6.8,5.9,153.5,24575,12698,119
Master,56,280,3.43,1.4,4.7,14.6,33.8,6310,7198,14
Master,56,172,3.02,1.8,5.0,13.3,34.7,8184,7456,5
Master,54,640,3.14,9.2,5.4,7.8,145.3,16354,11560,601
Master,47,161,1.87,4.8,8.0,10.2,60.5,21895,9631,66
Master,58,344,2.07,3.8,3.9,4.3,217.9,17831,12064,128
Master,75,59,4.01,9.8,4.2,7.1,176.6,17493,12542,106
Master,51,80,3.05,6.4,4.7,7.9,207.0,19759,11817,86
Master,54,819,1.75,7.0,6.1,3.6,182.4,20624,11714,668
Master,58,318,3.63,2.1,4.7,14.8,13.9,9217,7589,18
Master,59,53,2.59,7.6,5.0,5.4,192.2,22553,12296,44
Master,56,218,2.48,8.4,6.1,6.8,159.9,18289,11463,284
Master,61,93,3.07,7.4,5.5,9.5,163.7,23520,11338,105
Master,56,401,2.42,7.4,7.1,9.6,27.8,11240,10630,421
Master,52,210,2.51,7.9,6.0,7.2,201.9,26006,12442,312
Master,56,269,2.4,5.5,4.8,6.1,170.2,19287,10845,130
Master,52,97,1.92,6.4,5.7,4.5,194.9,18014,11670,68
Master,55,698,2.34,8.7,6.1,5.6,171.3,21707,11980,560
Master,54,209,2.39,9.2,6.1,5.3,181.6,23353,12188,262
Master,48,124,3.12,6.2,4.0,6.3,190.1,19553,11320,95
Master,62,98,2.94,5.9,4.9,8.7,217.5,22555,12014,61
Master,60,138,4.69,1.8,3.9,16.5,6.2,8757,7628,10
Master,55,210,2.12,6.3,7.7,10.1,38.3,22421,9880,131
Master,56,400,3.78,8.1,4.0,6.9,171.3,15396,11948,520
Master,51,235,1.82,5.6,5.9,5.1,194.0,17726,11596,120
Master,62,193,3.82,8.9,4.2,7.2,144.6,19235,11681,183
Master,55,267,3.41,7.7,4.9,9.0,144.1,15584,10987,221
Master,53,307,3.24,7.9,4.2,5.7,215.9,17560,12607,413
Master,55,169,2.73,7.3,4.7,5.4,213.1,17389,12088,226
Master,60,222,2.51,9.8,5.8,4.8,187.6,22121,13631,403
Master,56,422,3.63,1.2,4.3,14.3,14.5,4953,7278,16
Master,59,197,3.51,7.2,4.9,10.1,86.4,24127,11086,118
Master,51,118,3.07,7.8,4.8,6.8,154.1,16567,10929,103
Master,52,798,2.74,5.7,5.2,8.5,148.7,22155,10775,348
Master,59,291,3.82,8.2,4.2,7.8,147.8,15924,11004,255
Master,55,170,3.51,10.1,5.4,8.9,143.8,19368,12240,146
Master,50,64,3.41,9.0,5.0,7.9,158.2,19991,11646,71
Master,52,1136,2.2,6.4,6.0,6.8,176.8,19231,11536,603
Master,56,512,2.72,9.3,5.7,6.2,160.3,18412,12116,619
Master,53,285,2.54,7.9,6.0,7.4,193.8,21801,12064,335
Master,60,139,3.43,1.9,5.1,15.7,14.8,8103,7765,12
Master,57,154,2.74,6.1,5.3,8.3,150.8,18197,10511,72
Master,61,33,3.58,7.8,4.8,9.2,191.1,17223,12209,38
Master,38,21,1.89,6.3,6.0,5.0,229.1,19943,12544,17
Master,67,36,2.64,9.6,7.3,9.8,208.9,29279,13152,57
Unranked,54,175,2.39,7.0,4.9,4.7,210.9,19387,11888,188
Master,55,812,1.5,6.7,7.8,4.9,195.0,20360,12090,797
Master,53,165,2.43,7.8,5.9,6.4,162.1,18090,11568,240
Unranked,49,120,2.18,5.8,5.1,5.3,207.8,17021,11695,123
Master,61,252,2.48,7.9,6.1,7.1,185.5,25442,12043,309
Master,54,219,1.9,5.6,5.7,5.1,222.5,20462,12433,133
Master,63,125,1.92,8.8,6.8,4.2,215.4,23396,13106,147
Master,53,188,2.24,7.5,5.9,5.6,163.2,22378,10844,155
Master,55,607,2.51,3.3,5.8,11.3,38.2,16650,8728,127
Master,58,258,2.63,8.5,7.0,10.0,54.3,18426,10399,176
Diamond 1,55,366,2.17,6.0,5.3,5.6,213.2,16528,11996,305
Master,51,43,3.43,2.2,4.3,12.6,37.0,7738,7437,4
Master,55,127,3.66,1.7,4.1,13.4,36.6,6250,7429,6
Master,54,208,1.69,7.1,7.2,5.0,215.8,19602,12439,213
Master,58,95,3.27,11.8,5.5,6.3,174.8,26934,12752,131
Unranked,60,42,3.27,3.6,4.3,10.6,147.7,11753,9567,9
Master,61,88,2.31,6.7,5.1,5.1,209.2,19613,13140,81
Master,56,116,2.17,4.2,5.1,6.9,188.1,17747,11176,41
Master,65,40,2.84,11.5,6.4,6.7,166.9,24873,13075,55
Master,64,189,2.1,6.2,5.2,4.6,192.4,17566,11973,113
Master,55,285,2.27,6.3,5.2,5.6,159.5,16671,10367,143
Master,54,555,2.34,8.5,5.5,4.5,178.6,21219,11783,472
Master,50,833,2.47,8.4,5.7,5.8,173.1,18413,12059,1218
Master,55,505,2.59,9.8,5.9,5.5,175.4,20700,11988,1102
Unranked,55,119,2.47,5.9,5.2,6.9,188.5,17186,11043,94
Master,55,272,2.27,3.5,3.4,4.2,213.5,17072,11846,73
Master,70,285,3.51,10.2,4.5,5.7,183.6,23358,12295,345
Master,61,137,4.02,9.3,4.1,7.2,168.9,20430,12303,187
Master,55,141,3.16,8.6,5.2,8.0,148.2,17446,11198,162
Master,57,77,2.51,2.9,6.7,13.9,25.5,14464,8889,18
Master,69,140,3.1,10.2,6.3,9.3,171.8,24987,13195,155
Master,64,172,2.66,7.4,5.0,5.9,187.6,23758,11771,173
Unranked,52,131,2.59,6.0,5.2,7.6,152.8,14718,10549,87
Master,60,333,5.06,5.9,2.5,6.7,197.5,16373,11327,164
Master,60,272,2.29,8.4,6.3,6.1,196.5,21162,13280,427
Master,62,192,3.13,6.9,4.1,5.9,172.4,17872,11232,133
Master,61,62,3.34,1.9,5.4,16.0,20.4,7217,7736,1
Master,61,28,2.73,8.6,5.3,5.9,182.4,21309,12083,22
Master,58,291,2.86,3.6,4.3,8.7,158.2,13982,9812,66
Master,54,786,2.83,5.5,3.7,4.9,213.6,18022,11304,589
Unranked,59,155,4.37,2.4,3.6,13.3,24.5,9267,7883,14
Master,63,79,4.53,8.1,3.5,7.8,167.7,18445,11163,71
Unranked,81,26,4.25,7.4,3.9,9.2,123.0,13704,10171,23
Unranked,70,33,2.57,7.3,4.9,5.4,157.5,17638,11251,23
Master,56,101,2.56,8.1,5.7,6.4,208.4,22821,13008,106
Master,56,237,2.8,5.6,3.5,4.2,184.2,15499,11272,126
Master,52,357,2.67,7.8,4.8,4.9,209.7,16440,12182,452
Master,55,219,3.32,1.8,4.7,14.0,16.3,7044,7405,17
Master,59,141,2.81,8.4,4.9,5.3,176.0,20910,11718,126
Master,60,106,3.96,4.9,4.3,12.2,130.8,13759,10113,31
Master,52,171,3.46,5.7,4.0,8.2,176.8,15276,10872,112
Master,67,12,4.02,5.4,3.8,9.7,144.2,15996,10082,1
Master,48,102,2.11,7.0,5.8,5.1,163.6,18176,10573,96
Master,55,165,2.25,6.7,5.6,5.8,185.5,16171,11580,152
Master,58,111,2.64,1.5,5.6,13.4,29.6,5271,7008,3
Master,61,160,2.0,7.9,7.0,6.0,184.8,21582,12698,182
Master,53,191,2.98,7.7,5.3,8.0,192.7,18148,12025,253
Master,68,47,3.01,8.3,5.5,8.3,185.8,18494,12793,37
Master,58,100,2.01,6.3,5.8,5.4,179.5,19276,11817,72
Master,60,119,2.65,7.6,5.4,6.5,228.8,21823,13005,200
Master,56,353,3.4,5.2,4.5,10.0,156.3,15487,10400,164
Unranked,63,35,2.16,7.3,5.4,4.3,209.5,22408,13164,44
Master,63,168,3.26,8.6,4.8,7.0,157.4,19183,11490,192
Master,65,62,6.05,2.5,3.4,17.9,6.5,10928,8224,3
Master,51,200,3.19,6.0,4.3,7.8,191.8,15162,11718,102
Master,58,66,4.06,9.0,3.9,6.7,177.4,20184,11977,75
Master,61,46,1.79,7.5,7.4,5.8,183.7,21892,11602,53
Master,60,169,4.3,1.1,4.0,16.2,47.4,5090,7899,3
Master,66,68,5.31,2.8,3.6,16.6,23.1,9435,8094,5
Master,60,106,2.97,7.8,5.0,7.1,190.6,21767,12015,133
Master,44,143,1.84,5.1,5.8,5.7,204.2,19660,11621,72
Master,50,134,2.17,6.9,6.2,6.6,193.7,20180,11935,87
Master,59,647,2.6,8.1,6.0,7.5,164.2,20117,11821,629
Master,65,26,3.63,10.6,5.2,8.3,149.3,21074,11814,31
Master,53,1319,2.46,7.5,4.8,4.3,192.8,21273,11812,1452
Master,52,239,2.46,6.4,4.9,5.6,185.2,18107,11847,143
Master,54,1582,3.74,6.5,4.3,9.4,135.7,13320,10396,904
Master,54,173,2.68,5.5,5.5,9.2,138.7,24164,10653,78
Master,56,104,2.14,11.7,7.5,4.4,201.8,26873,14038,107
Master,56,501,2.7,7.1,5.3,7.2,167.5,18935,11251,289
Master,64,153,1.97,10.0,7.2,4.1,192.4,24165,12903,342
Unranked,66,77,3.07,7.3,4.4,6.0,183.0,23333,11197,92
Master,64,198,2.25,7.6,5.9,5.8,153.6,22923,11118,181
Unranked,66,80,3.88,11.4,5.0,8.1,210.2,27259,14076,155
Master,49,194,2.56,5.9,4.6,5.9,177.2,17363,10714,108
Master,54,215,3.26,1.4,4.5,13.1,31.3,5131,6977,6
Unranked,82,33,4.56,12.1,4.1,6.5,220.4,25516,14027,68
Master,52,169,2.07,7.5,6.8,6.5,174.4,20398,11358,172
Master,49,154,2.28,6.3,5.4,5.9,158.6,19743,11008,100
Master,54,294,2.86,6.9,5.2,7.9,184.4,17507,12159,187
Master,56,164,4.36,1.9,4.0,15.5,29.5,6806,7647,10
Master,64,70,3.13,9.4,4.8,5.7,207.5,25963,13168,64
Master,57,387,2.08,7.1,5.8,4.9,176.3,17864,11471,365
Unranked,55,288,2.82,6.9,5.4,8.3,141.9,16548,10766,241
Master,59,258,2.44,6.6,4.9,5.3,201.1,15280,11764,207
Master,71,31,3.22,10.5,5.2,6.3,216.1,19860,13354,59
Master,57,93,1.52,9.2,9.2,4.9,190.1,25739,13584,185
Master,55,125,2.46,6.5,4.3,4.1,191.8,15319,11344,99
Master,61,191,3.39,10.0,4.8,6.3,193.0,24990,12850,187
Master,57,1010,2.75,10.0,5.6,5.4,160.9,20229,11708,2379
Master,71,17,2.51,7.4,5.2,5.7,191.9,24899,12164,19
Master,45,29,1.76,5.8,6.6,5.8,198.5,18101,11099,17
Master,55,639,2.32,8.4,6.2,5.9,172.8,19071,11924,1090
Master,54,102,2.55,10.5,6.8,6.9,186.2,23375,13336,115
Master,59,496,3.02,6.3,5.1,9.2,137.5,16255,10408,176
Master,56,508,2.43,6.2,4.7,5.3,225.2,16702,12538,429
Master,53,935,2.85,5.6,4.0,5.9,211.9,20772,11377,701
Master,56,227,2.06,7.9,6.2,4.9,164.0,18723,10980,176
Master,71,116,3.97,8.7,4.2,8.0,150.6,20254,12009,100
Master,54,748,2.67,6.5,4.4,5.3,185.6,18192,11653,562
Master,59,105,3.15,2.5,5.4,14.7,24.2,9208,8316,13
Unranked,60,96,3.7,2.1,4.6,14.9,36.5,6549,7794,8
Master,61,221,2.69,8.4,5.1,5.4,201.3,20193,12784,270
Master,62,26,2.36,6.4,5.2,5.8,224.4,20910,12569,19
Unranked,54,787,2.31,4.6,5.5,8.1,162.4,22501,10413,296
Master,62,267,2.59,11.8,6.8,5.8,210.5,23257,14238,696
Master,56,353,2.07,8.2,6.2,4.7,199.5,18539,12810,355
Master,62,123,3.2,8.3,4.7,6.7,200.8,21322,12123,100
Unranked,57,1100,2.3,8.7,7.1,7.7,155.5,19841,12087,1134
Unranked,56,71,3.41,3.0,6.3,18.4,23.3,14561,9042,10
Master,59,197,2.44,11.1,7.5,7.2,133.8,21147,12231,413
Master,56,739,2.01,7.6,6.9,6.4,193.0,18231,11999,848
Master,56,161,2.93,6.0,4.2,6.5,174.8,14804,11172,139
Master,58,116,3.25,10.9,5.2,6.0,174.1,27618,12555,170
Master,56,126,2.53,8.8,5.8,6.0,187.2,20694,12679,178
Master,64,96,4.21,8.5,4.2,9.3,199.9,22893,12707,141
Master,59,110,3.39,7.5,4.6,8.2,136.8,17173,10887,100
Master,61,79,3.41,11.8,5.4,6.7,147.8,26530,12185,86
Master,55,950,2.58,7.2,5.7,7.5,131.4,16277,10582,574
Unranked,71,42,3.24,6.5,4.0,6.5,223.6,18535,12610,36
Master,58,197,3.44,2.4,4.9,14.4,32.8,6543,7478,11
Master,72,18,3.42,10.1,4.9,6.8,187.6,21059,12688,23
Master,61,235,3.49,6.7,3.5,5.5,223.8,17548,13156,189
Master,55,75,3.25,1.7,4.7,13.4,29.9,5440,7200,5
Master,64,53,3.34,7.7,4.6,7.6,199.8,20543,12044,36
Master,52,246,2.11,8.0,6.1,4.9,172.1,17803,12208,358
Master,52,69,2.85,8.1,4.8,5.5,196.7,20003,12491,105
Master,58,86,2.49,6.2,5.4,7.3,196.3,16955,11811,60
Unranked,60,139,3.08,1.8,5.0,13.5,31.9,6599,7528,8
Unranked,59,141,2.7,6.4,4.2,4.9,187.4,14895,11557,134
Master,62,135,2.0,6.6,6.6,6.6,187.2,17901,11479,124
Master,60,116,3.06,2.0,5.3,14.1,18.2,8825,7633,7
Master,54,26,1.9,5.3,5.7,5.4,180.3,15947,10615,20
Master,58,169,2.57,7.5,5.0,5.3,208.6,20196,12301,183
Master,64,153,2.26,9.5,6.9,6.1,152.7,22308,11305,183
Master,80,30,5.17,2.9,3.6,15.9,145.4,11752,9623,6
Unranked,71,51,3.39,7.6,4.4,7.1,196.9,19314,12305,62
Master,53,30,2.29,7.1,6.1,6.9,162.9,17491,11016,23
Master,58,149,2.8,9.3,5.3,5.5,177.7,21285,12146,176
Master,55,189,2.32,6.9,5.1,5.0,192.0,16672,11611,242
Master,63,107,2.99,4.5,3.9,7.2,145.2,16397,9856,22
Master,49,77,3.27,7.2,3.9,5.7,212.4,15680,11845,99
Master,64,165,2.4,9.4,6.1,5.3,173.6,26710,13128,203
Unranked,52,48,3.0,1.8,5.1,13.4,30.3,7942,7310,1
Master,57,236,2.87,6.8,4.5,6.0,187.9,18499,11265,193
Unranked,62,34,4.14,9.2,5.6,13.9,120.4,17471,11506,34
Master,60,184,3.52,3.8,5.4,15.1,35.3,14423,9335,29
Unranked,59,204,3.23,8.3,4.3,5.8,186.7,18764,11868,200
Master,66,152,3.27,9.4,4.7,6.1,192.8,23094,12750,211
Master,64,113,2.27,7.6,5.9,5.8,199.2,21961,12694,93
Unranked,55,109,2.79,5.5,3.9,5.2,180.4,14877,11077,56
Unranked,60,55,2.61,7.3,4.9,5.4,174.7,20435,11225,47
Master,56,213,3.02,8.5,5.3,7.6,198.7,21322,12598,294
Master,57,188,4.53,9.9,3.6,6.3,165.6,18723,12176,256
Master,61,242,2.65,7.9,5.1,5.6,198.7,18765,12517,236
Master,55,117,1.89,8.0,6.5,4.3,196.1,20572,12436,148
Master,53,144,3.67,6.7,4.2,8.8,153.2,14103,10877,96
Master,57,249,2.54,7.1,5.0,5.5,212.3,19115,13163,261
Master,57,345,2.47,8.7,6.0,6.0,143.3,18222,10871,329
Unranked,53,1137,1.95,8.0,6.8,5.1,185.9,20243,12952,1830
Master,49,219,2.02,6.0,5.7,5.5,205.2,16647,11889,146
Master,55,305,2.37,9.5,6.0,4.7,195.3,23309,12414,304
Unranked,54,1182,2.33,7.8,6.0,6.3,178.5,17451,11640,2080
Master,69,75,6.56,11.9,2.6,5.2,193.0,20420,13709,138
Master,59,530,2.4,8.4,5.8,5.5,179.7,19512,12076,537
Master,62,45,2.62,6.9,4.6,5.3,186.8,19545,11906,24
Master,54,275,2.93,1.8,5.8,15.3,32.8,6358,7624,14
Unranked,54,513,2.54,3.1,7.1,15.0,21.4,12819,8560,102
Master,56,590,2.78,9.4,5.3,5.3,156.6,17626,11745,920
Master,91,11,5.57,2.5,4.0,19.7,6.1,7144,7968,0
Master,64,11,3.69,14.7,5.5,5.7,171.4,28385,14272,30
Unranked,54,683,2.63,6.3,4.1,4.6,195.8,14302,11679,595
Master,52,115,2.28,6.3,7.4,10.6,47.9,25600,10067,45
Unranked,56,86,2.86,8.4,5.6,7.5,126.1,15268,10653,85
Master,57,326,5.39,1.8,3.5,16.8,4.3,7751,7692,21
Unranked,66,86,2.95,6.0,4.2,6.3,208.0,21266,11835,69
Unranked,52,125,2.6,6.5,4.6,5.6,173.3,18147,11353,101
Unranked,57,304,2.84,7.4,4.4,4.9,168.2,18261,10746,351
Master,55,413,3.86,1.6,4.1,14.0,22.3,5680,7261,21
Master,53,95,2.86,2.0,5.9,14.7,36.4,7158,7723,10
Master,53,460,2.46,1.5,6.5,14.4,15.3,7471,7721,15
Unranked,54,113,2.87,7.9,6.0,9.2,151.7,23176,11117,132
Master,62,61,2.84,9.9,6.2,7.6,204.2,28052,13300,122
Diamond 1,36,25,1.66,4.6,5.6,4.8,196.4,17523,11107,7
Diamond 1,63,196,2.47,8.9,5.5,4.7,219.1,24893,13287,252
