Rank,WinRate,Games,Kills,Deaths,Assists,CS,Damage,Gold,MultiKills 
Gold,55.0,65.0,7.1,5.5,5.5,219.0,19124.0,14016.0,56.0
Gold,44.0,27.0,7.7,5.0,4.3,171.0,19497.0,11586.0,35.0
Gold,53.0,68.0,10.1,6.6,5.4,167.0,19478.0,12739.0,84.0
Gold,50.0,14.0,7.3,6.3,11.1,165.8,21038.0,12758.0,11.0
Gold,53.0,215.0,7.7,6.0,7.1,177.0,21556.0,12363.0,113.0
Gold,64.0,22.0,11.5,7.9,8.3,200.3,25736.0,14272.0,38.0
Gold,55.0,75.0,9.9,6.5,8.1,136.3,23344.0,11612.0,156.0
Gold,60.0,57.0,9.4,6.4,7.1,205.9,23229.0,13315.0,92.0
Gold,45.0,29.0,7.7,8.1,6.9,170.6,23660.0,11740.0,14.0
Gold,66.0,29.0,13.1,3.7,5.9,235.2,26632.0,14778.0,87.0
Gold,40.0,38.0,6.1,7.3,8.1,144.0,21081.0,10309.0,8.0
Gold,61.0,23.0,7.8,4.8,9.7,215.3,27887.0,13967.0,18.0
Gold,50.0,4.0,8.0,7.8,8.3,250.3,23145.0,15469.0,5.0
Gold,50.0,26.0,10.0,4.8,4.8,188.0,20551.0,12650.0,56.0
Gold,53.0,36.0,6.7,5.2,5.8,155.7,14859.0,10865.0,33.0
Gold,47.0,17.0,14.2,5.5,5.6,210.1,28785.0,15522.0,55.0
Gold,56.0,9.0,8.3,6.7,6.2,199.7,22684.0,12850.0,14.0
Gold,63.0,30.0,6.2,6.4,5.7,175.5,24020.0,12023.0,13.0
Gold,58.0,24.0,7.0,5.2,3.4,190.2,18100.0,11321.0,26.0
Gold,69.0,16.0,8.4,7.3,6.4,163.2,21223.0,11974.0,13.0
Gold,54.0,24.0,12.2,7.2,6.0,175.5,22954.0,13835.0,78.0
Gold,61.0,33.0,10.0,6.9,5.6,164.4,25400.0,12429.0,35.0
Gold,56.0,16.0,9.3,6.3,4.6,219.6,22157.0,13489.0,25.0
Gold,62.0,53.0,8.5,5.8,4.5,157.8,17079.0,11669.0,75.0
Gold,63.0,106.0,4.6,4.9,13.0,136.1,13143.0,10437.0,23.0
Gold,46.0,13.0,8.2,7.1,8.9,150.0,17291.0,11774.0,6.0
Gold,52.0,21.0,6.9,4.0,7.1,168.4,16426.0,11517.0,23.0
Gold,62.0,26.0,9.3,5.1,5.0,193.0,22074.0,13070.0,42.0
Gold,63.0,30.0,5.4,6.4,5.7,149.8,18764.0,10503.0,16.0
Gold,47.0,15.0,7.5,6.6,7.1,199.3,17228.0,12393.0,17.0
Gold,57.0,14.0,5.6,2.8,10.9,143.4,15926.0,10961.0,5.0
Gold,53.0,19.0,7.4,5.1,6.6,165.3,17895.0,11719.0,20.0
Gold,59.0,73.0,11.1,4.5,6.7,217.8,25379.0,14432.0,158.0
Gold,63.0,64.0,6.0,4.2,4.2,192.7,17893.0,11977.0,21.0
Gold,40.0,10.0,3.9,5.0,7.5,170.2,14891.0,10543.0,1.0
Gold,67.0,3.0,4.7,5.0,6.0,146.7,21840.0,8888.0,1.0
Gold,50.0,212.0,7.3,6.9,6.6,162.2,23168.0,12145.0,144.0
Gold,50.0,6.0,4.8,4.3,8.7,188.5,17600.0,10670.0,2.0
Gold,59.0,78.0,9.4,6.1,7.8,180.8,21386.0,12998.0,96.0
Gold,43.0,7.0,3.4,4.4,6.4,141.6,12560.0,8679.0,1.0
Gold,59.0,29.0,7.2,4.4,6.3,157.3,15126.0,11474.0,18.0
Gold,64.0,199.0,6.8,4.4,5.6,202.0,21726.0,12534.0,173.0
Gold,59.0,41.0,11.1,7.4,7.7,142.0,24053.0,12774.0,67.0
Gold,50.0,60.0,7.0,4.9,6.1,181.2,16424.0,11583.0,41.0
Gold,64.0,179.0,8.6,5.5,10.2,181.9,30725.0,12991.0,158.0
Gold,72.0,18.0,7.8,5.2,6.2,176.3,19684.0,11992.0,16.0
Gold,55.0,62.0,6.4,5.8,7.8,163.7,22950.0,11324.0,40.0
Gold,71.0,7.0,8.6,3.7,3.7,232.1,20203.0,14411.0,9.0
Gold,73.0,11.0,12.2,5.0,6.9,201.4,29622.0,13719.0,31.0
Gold,44.0,23.0,9.0,5.5,8.6,139.3,18289.0,11450.0,16.0
Gold,50.0,132.0,7.7,6.4,8.1,208.4,28639.0,13040.0,124.0
Gold,60.0,15.0,8.7,6.0,6.6,156.8,21165.0,11867.0,18.0
Gold,59.0,81.0,9.0,6.0,7.0,191.9,21264.0,13295.0,123.0
Gold,67.0,12.0,7.5,3.9,3.3,157.7,17084.0,10307.0,13.0
Gold,59.0,29.0,7.1,4.7,7.7,174.6,20306.0,12273.0,14.0
Gold,65.0,31.0,4.0,3.7,7.5,206.1,18763.0,11379.0,11.0
Gold,53.0,19.0,5.4,7.2,8.6,182.5,18918.0,11550.0,8.0
Gold,46.0,98.0,8.4,4.3,5.6,171.2,21821.0,11686.0,117.0
Gold,58.0,19.0,7.9,5.9,3.6,202.1,20425.0,13103.0,21.0
Gold,51.0,51.0,3.9,6.1,7.4,173.7,17690.0,10554.0,25.0
Gold,73.0,11.0,11.4,4.6,6.5,199.6,24953.0,13859.0,23.0
Gold,48.0,80.0,5.2,6.2,6.9,189.8,21589.0,12502.0,32.0
Gold,54.0,13.0,6.6,4.2,7.8,156.7,18012.0,11154.0,4.0
Gold,61.0,67.0,8.1,7.1,9.9,119.4,15334.0,11528.0,48.0
Gold,52.0,125.0,6.5,4.1,8.1,210.8,22630.0,12373.0,100.0
Gold,66.0,41.0,8.7,5.6,8.9,188.2,20544.0,12593.0,52.0
Gold,49.0,69.0,8.2,4.9,7.7,197.8,28347.0,12760.0,101.0
Gold,61.0,28.0,10.8,5.6,9.7,151.6,31117.0,13292.0,38.0
Gold,58.0,12.0,5.8,3.5,4.3,200.8,19894.0,11246.0,7.0
Gold,52.0,65.0,9.9,8.5,5.8,170.4,23279.0,13104.0,108.0
Gold,48.0,27.0,6.1,5.7,5.2,196.7,18229.0,11272.0,19.0
Gold,54.0,13.0,3.7,4.0,8.8,123.8,12540.0,9043.0,4.0
Gold,59.0,51.0,8.0,4.6,8.3,180.3,18283.0,12864.0,34.0
Gold,47.0,49.0,10.0,5.5,6.3,185.2,20845.0,12790.0,135.0
Gold,58.0,139.0,6.6,8.0,8.2,115.5,20483.0,10741.0,74.0
Gold,55.0,156.0,8.5,5.3,8.5,194.8,19917.0,13122.0,196.0
Gold,42.0,19.0,6.9,6.6,6.0,144.8,15822.0,10472.0,12.0
Gold,67.0,52.0,9.3,5.2,6.7,161.1,23152.0,12420.0,60.0
Gold,63.0,72.0,4.1,5.7,11.8,139.4,15391.0,9994.0,14.0
Gold,53.0,15.0,6.8,3.3,5.5,161.0,17925.0,11475.0,11.0
Gold,58.0,12.0,8.5,6.1,3.1,127.6,19773.0,9572.0,16.0
Gold,70.0,73.0,12.0,6.5,7.0,184.6,25542.0,13752.0,169.0
Gold,54.0,210.0,6.5,4.4,7.6,219.7,25632.0,12807.0,163.0
Gold,46.0,13.0,2.8,6.7,5.0,145.9,11925.0,9339.0,0.0
Gold,62.0,90.0,7.1,3.3,7.7,168.1,24338.0,11434.0,42.0
Gold,65.0,20.0,9.8,5.2,3.5,224.8,21866.0,13833.0,21.0
Gold,53.0,32.0,6.0,5.9,5.6,145.6,17368.0,10095.0,19.0
Gold,46.0,35.0,5.9,5.6,8.2,136.7,19173.0,10095.0,8.0
Gold,40.0,30.0,3.0,4.8,3.8,178.7,13705.0,10640.0,6.0
Gold,57.0,54.0,11.7,4.6,6.5,141.1,26391.0,12061.0,44.0
Gold,51.0,70.0,10.1,7.3,6.7,171.6,22383.0,12471.0,143.0
Gold,47.0,30.0,6.6,7.5,6.1,202.0,19609.0,12651.0,26.0
Gold,61.0,31.0,10.1,6.9,6.3,161.9,17955.0,12717.0,57.0
Gold,65.0,31.0,7.1,5.4,5.1,180.2,20383.0,12247.0,26.0
Gold,47.0,43.0,8.9,6.1,7.4,164.7,21019.0,12597.0,64.0
Gold,44.0,18.0,10.1,7.9,6.6,190.7,26827.0,13622.0,31.0
Gold,63.0,32.0,9.6,6.8,8.0,189.2,22011.0,13479.0,41.0
Gold,63.0,189.0,8.3,5.7,7.7,187.9,21021.0,12817.0,199.0
Gold,56.0,64.0,12.2,8.6,7.3,193.1,32365.0,14386.0,131.0
Gold,50.0,190.0,9.1,5.9,5.7,189.9,22360.0,12973.0,175.0
Gold,64.0,11.0,11.2,6.4,5.1,182.5,26623.0,13939.0,34.0
Gold,58.0,67.0,7.6,5.5,6.8,174.9,16064.0,11593.0,110.0
Gold,38.0,8.0,6.9,7.1,5.3,210.6,21174.0,12841.0,2.0
Gold,56.0,32.0,9.8,5.5,5.0,187.7,19451.0,12338.0,25.0
Gold,69.0,26.0,6.4,5.3,10.0,163.0,19259.0,11863.0,13.0
Gold,57.0,42.0,8.0,5.5,9.8,167.0,16711.0,12803.0,29.0
Gold,54.0,56.0,8.2,4.9,7.7,210.9,21360.0,13137.0,55.0
Gold,49.0,63.0,10.5,5.8,7.4,199.9,24864.0,13691.0,108.0
Gold,49.0,99.0,6.9,3.9,4.8,204.5,16436.0,12321.0,89.0
Gold,55.0,22.0,10.8,6.0,5.5,161.0,20584.0,13107.0,36.0
Gold,43.0,106.0,10.2,7.1,5.9,139.2,23452.0,11760.0,101.0
Gold,65.0,81.0,6.7,5.5,5.7,170.5,22703.0,11479.0,64.0
Gold,46.0,13.0,8.2,6.7,4.8,155.2,21091.0,11717.0,6.0
Gold,61.0,36.0,6.9,4.8,11.3,170.0,14679.0,12386.0,22.0
Gold,62.0,82.0,7.0,5.3,7.2,148.0,15525.0,11702.0,57.0
Gold,52.0,120.0,6.5,5.9,5.3,178.0,17667.0,11777.0,118.0
Gold,54.0,28.0,11.1,6.6,5.2,167.8,24319.0,13205.0,43.0
Gold,67.0,15.0,6.2,4.1,7.6,172.4,19421.0,11557.0,11.0
Gold,50.0,10.0,9.6,5.6,10.3,210.7,22285.0,14235.0,9.0
Gold,58.0,12.0,7.1,6.8,4.5,195.4,16928.0,12005.0,11.0
Gold,52.0,96.0,7.7,5.2,6.6,199.7,20975.0,12745.0,73.0
Gold,43.0,30.0,7.8,7.7,7.3,222.4,28492.0,14429.0,21.0
Gold,57.0,7.0,5.0,6.7,5.7,189.1,13205.0,10641.0,5.0
Gold,51.0,53.0,9.1,6.3,7.5,168.2,20220.0,12150.0,63.0
Gold,55.0,11.0,7.9,4.7,4.5,179.4,20661.0,12054.0,8.0
Gold,50.0,84.0,7.5,6.6,6.9,181.0,18913.0,11919.0,76.0
Gold,51.0,47.0,12.0,3.9,4.5,170.3,24759.0,13039.0,49.0
Gold,59.0,207.0,6.6,5.7,7.9,170.8,19524.0,12028.0,119.0
Gold,60.0,85.0,7.6,2.8,9.0,159.1,16269.0,12018.0,62.0
Gold,47.0,19.0,6.7,6.2,5.6,170.3,22686.0,11747.0,9.0
Gold,59.0,100.0,8.5,4.2,7.7,183.9,24239.0,12633.0,77.0
Gold,43.0,21.0,4.5,4.7,3.9,168.0,12847.0,10578.0,6.0
Gold,57.0,54.0,8.0,6.5,5.5,172.9,19752.0,12057.0,77.0
Gold,38.0,85.0,4.0,9.6,9.6,102.9,10057.0,9425.0,15.0
Gold,54.0,81.0,10.3,6.2,6.6,196.1,24132.0,14347.0,110.0
Gold,47.0,17.0,5.7,7.9,5.1,205.7,16325.0,12153.0,12.0
Gold,62.0,78.0,6.3,5.0,7.1,200.9,19045.0,11975.0,72.0
Gold,60.0,40.0,7.0,5.5,7.6,178.6,18236.0,11537.0,33.0
Gold,55.0,55.0,6.5,6.5,9.1,168.1,24303.0,11887.0,39.0
Gold,56.0,25.0,7.1,4.5,7.8,193.0,28396.0,12349.0,20.0
Gold,66.0,82.0,5.6,4.9,11.6,135.0,14226.0,10430.0,26.0
Gold,61.0,28.0,11.4,4.3,10.1,197.4,21912.0,14277.0,38.0
Gold,52.0,62.0,8.4,6.5,7.0,173.5,19832.0,12310.0,69.0
Gold,53.0,30.0,6.0,5.8,7.0,177.4,15162.0,11362.0,29.0
Gold,64.0,14.0,7.9,5.5,4.8,177.7,18447.0,11863.0,18.0
Gold,59.0,73.0,6.8,4.6,6.1,198.1,20090.0,12562.0,61.0
Gold,50.0,6.0,4.2,8.2,5.8,201.7,19104.0,11808.0,1.0
Gold,47.0,19.0,5.4,4.6,4.9,153.7,12482.0,10535.0,10.0
Gold,73.0,44.0,8.3,3.9,7.5,222.1,23600.0,13497.0,29.0
Gold,53.0,180.0,8.3,6.0,6.2,203.9,20177.0,12847.0,196.0
Gold,45.0,29.0,5.7,5.1,4.1,194.1,15082.0,11771.0,16.0
Gold,48.0,62.0,5.9,7.0,4.8,193.4,20048.0,12109.0,41.0
Gold,60.0,55.0,9.4,5.2,6.6,173.6,19811.0,12313.0,85.0
Gold,53.0,64.0,6.4,4.9,6.0,168.9,17252.0,10852.0,66.0
Gold,50.0,6.0,9.5,8.3,7.2,199.7,23746.0,13720.0,13.0
Gold,47.0,32.0,5.0,5.4,11.3,84.3,15273.0,10021.0,7.0
Gold,57.0,14.0,6.7,7.1,4.1,159.9,16489.0,10765.0,15.0
Gold,57.0,106.0,6.8,5.2,9.9,188.5,29794.0,12555.0,58.0
Gold,56.0,18.0,9.1,5.4,4.6,167.3,17721.0,11654.0,33.0
Gold,69.0,29.0,7.5,5.6,9.5,155.1,21902.0,11422.0,13.0
Gold,49.0,142.0,8.5,5.6,8.2,178.3,18817.0,12108.0,186.0
Gold,47.0,49.0,6.3,4.5,9.8,181.7,13442.0,12157.0,32.0
Gold,52.0,44.0,9.5,8.2,6.4,150.9,20114.0,12239.0,65.0
Gold,59.0,81.0,8.9,4.6,7.4,194.1,27385.0,12991.0,102.0
Gold,53.0,154.0,7.3,5.0,6.7,167.0,14997.0,12043.0,128.0
Gold,65.0,17.0,7.5,5.4,8.5,182.4,26758.0,12887.0,10.0
Gold,63.0,70.0,8.6,6.8,7.3,144.7,20514.0,11799.0,47.0
Gold,58.0,87.0,10.6,6.8,7.5,167.1,25572.0,12939.0,108.0
Gold,56.0,25.0,5.0,5.4,8.1,203.2,18798.0,11426.0,12.0
Gold,60.0,134.0,8.8,5.2,7.1,204.8,21786.0,13128.0,184.0
Gold,59.0,75.0,8.6,4.7,8.8,176.4,26014.0,12375.0,91.0
Gold,56.0,57.0,9.9,5.2,8.1,189.9,23821.0,13349.0,91.0
Gold,50.0,8.0,4.8,4.8,9.1,140.8,16587.0,10776.0,5.0
Gold,50.0,30.0,6.4,6.4,8.4,153.0,20981.0,11130.0,12.0
Gold,46.0,33.0,5.7,5.0,8.8,123.2,12100.0,10045.0,19.0
Gold,56.0,127.0,7.3,5.6,7.9,199.7,21648.0,12621.0,79.0
Gold,58.0,24.0,7.0,6.7,9.8,172.9,20734.0,12037.0,17.0
Gold,56.0,55.0,7.2,5.5,7.4,216.4,22616.0,12715.0,50.0
Gold,59.0,61.0,4.9,5.4,7.7,180.2,21626.0,11463.0,26.0
Gold,59.0,41.0,7.2,5.8,5.5,195.7,18141.0,12108.0,36.0
Gold,52.0,29.0,6.6,7.7,10.7,82.2,25280.0,11247.0,12.0
Gold,67.0,9.0,12.0,4.4,5.7,240.9,27003.0,14821.0,27.0
Gold,63.0,54.0,4.6,4.9,10.2,134.1,16622.0,9615.0,19.0
Gold,59.0,63.0,10.9,6.0,5.4,190.6,26830.0,13532.0,78.0
Gold,41.0,22.0,4.2,6.0,9.1,132.0,11360.0,9761.0,4.0
Gold,45.0,139.0,6.0,6.5,8.5,199.1,16091.0,12227.0,106.0
Gold,40.0,20.0,8.6,7.7,8.0,139.0,20898.0,10971.0,26.0
Gold,47.0,38.0,10.9,5.8,7.9,182.6,24418.0,13586.0,47.0
Gold,54.0,63.0,7.3,5.5,5.6,197.2,17082.0,12563.0,56.0
Gold,54.0,37.0,8.1,7.7,6.1,197.1,22463.0,13260.0,29.0
Gold,54.0,43.0,9.3,7.4,3.8,222.0,24686.0,14523.0,63.0
Gold,67.0,46.0,8.6,4.7,9.8,152.5,24046.0,11665.0,31.0
Gold,59.0,135.0,7.6,6.9,6.1,209.2,21864.0,13866.0,130.0
Gold,49.0,41.0,7.6,6.8,10.2,201.9,21221.0,13055.0,27.0
Gold,50.0,20.0,6.3,6.4,11.1,151.4,21643.0,11694.0,11.0
Gold,60.0,52.0,6.0,7.5,8.5,160.9,23478.0,11103.0,17.0
Gold,57.0,21.0,6.6,8.1,6.5,147.6,16628.0,11210.0,18.0
Gold,51.0,77.0,5.5,5.2,7.8,149.4,13403.0,10396.0,46.0
Gold,58.0,26.0,8.9,6.2,4.8,204.2,23254.0,13214.0,25.0
Gold,59.0,44.0,8.9,6.1,7.7,216.6,19907.0,13795.0,63.0
Gold,49.0,160.0,6.6,6.2,7.4,208.7,16928.0,12725.0,189.0
Gold,47.0,49.0,7.9,7.1,6.7,170.4,18122.0,11788.0,41.0
Gold,52.0,54.0,4.6,4.3,5.7,173.5,15877.0,11007.0,25.0
Gold,58.0,40.0,7.8,5.7,8.1,185.2,22149.0,12349.0,34.0
Gold,55.0,31.0,6.7,8.3,8.4,142.6,19827.0,10810.0,23.0
Gold,55.0,29.0,12.0,7.3,6.3,200.1,28189.0,13872.0,119.0
Gold,57.0,35.0,8.7,6.0,6.7,182.0,20458.0,12609.0,39.0
Gold,62.0,124.0,8.8,4.9,9.3,175.9,18782.0,12811.0,157.0
Gold,61.0,87.0,4.9,5.8,8.0,180.0,24780.0,11429.0,28.0
Gold,50.0,14.0,4.4,4.1,4.7,164.7,17026.0,10393.0,9.0
Gold,50.0,86.0,6.3,7.2,8.8,164.0,20958.0,11607.0,45.0
Gold,60.0,48.0,7.9,5.4,6.0,166.8,22709.0,11242.0,46.0
Gold,62.0,13.0,5.2,4.8,9.2,229.7,20743.0,12831.0,7.0
Gold,62.0,37.0,10.2,5.4,5.9,151.2,20990.0,12244.0,90.0
Gold,57.0,23.0,14.0,4.2,8.2,207.9,28740.0,15385.0,52.0
Gold,63.0,24.0,8.0,4.4,8.1,156.9,19224.0,11931.0,22.0
Gold,68.0,34.0,8.5,4.8,6.3,160.7,18738.0,11456.0,49.0
Gold,51.0,72.0,5.6,4.7,13.6,97.6,18862.0,11422.0,37.0
Gold,55.0,22.0,7.1,5.8,7.9,174.8,17852.0,11399.0,23.0
Gold,58.0,89.0,8.4,5.9,7.3,125.7,18407.0,11305.0,67.0
Gold,57.0,7.0,6.9,7.3,3.9,197.1,19727.0,12557.0,7.0
Gold,63.0,54.0,9.6,5.8,7.0,155.1,19467.0,12438.0,74.0
Gold,56.0,50.0,9.5,6.8,6.5,184.1,20726.0,13144.0,86.0
Gold,53.0,70.0,6.1,6.5,6.9,236.3,22259.0,13278.0,45.0
Gold,38.0,16.0,12.1,5.5,5.4,166.1,24697.0,12791.0,49.0
Gold,49.0,156.0,7.1,5.6,6.6,164.5,22493.0,11861.0,118.0
Gold,56.0,63.0,7.8,6.4,6.0,206.1,21542.0,13151.0,81.0
Gold,61.0,31.0,5.5,6.7,9.1,141.8,19585.0,10767.0,11.0
Gold,62.0,63.0,6.1,4.5,11.1,150.0,21409.0,10789.0,30.0
Gold,41.0,27.0,3.5,7.8,10.2,73.7,17479.0,9164.0,1.0
Gold,64.0,22.0,7.6,3.6,5.2,172.5,14338.0,11508.0,27.0
Gold,57.0,138.0,8.0,5.1,8.6,172.7,19816.0,11898.0,153.0
Gold,52.0,93.0,5.3,4.2,8.5,161.6,21031.0,11308.0,34.0
Gold,54.0,125.0,6.1,6.1,7.0,175.7,17245.0,11892.0,69.0
Gold,55.0,31.0,6.7,5.3,5.3,161.5,18246.0,10819.0,19.0
Gold,64.0,72.0,6.7,5.5,8.0,192.4,22401.0,12000.0,76.0
Gold,56.0,86.0,6.7,4.7,10.3,125.8,22556.0,11420.0,42.0
Gold,57.0,7.0,6.9,3.9,7.0,146.6,17886.0,10697.0,3.0
Gold,44.0,81.0,7.6,8.1,4.5,207.7,20872.0,12810.0,77.0
Gold,62.0,21.0,5.5,2.8,3.5,160.4,15790.0,10353.0,13.0
Gold,53.0,144.0,7.9,5.1,8.9,174.0,17700.0,12515.0,126.0
Gold,63.0,76.0,8.1,6.3,10.1,199.3,24142.0,13202.0,74.0
Gold,58.0,147.0,10.6,6.4,5.2,182.1,23847.0,13782.0,160.0
Gold,52.0,128.0,8.1,5.3,6.2,172.9,17105.0,11836.0,144.0
Gold,50.0,12.0,12.3,7.8,7.6,150.5,26453.0,12799.0,35.0
Gold,61.0,129.0,4.5,5.8,13.3,67.8,16558.0,9969.0,41.0
Gold,64.0,11.0,11.5,6.1,6.5,189.6,29253.0,13898.0,27.0
Gold,57.0,89.0,8.5,5.3,5.6,162.8,21759.0,12080.0,64.0
Gold,59.0,128.0,9.3,4.6,6.9,193.2,20171.0,12802.0,170.0
Gold,57.0,7.0,5.3,8.0,3.1,234.7,20326.0,12377.0,4.0
Gold,50.0,28.0,6.0,5.0,5.9,185.9,15816.0,11334.0,18.0
Gold,57.0,28.0,7.2,5.0,4.6,230.7,19244.0,13855.0,16.0
Gold,58.0,106.0,7.3,5.6,11.5,149.9,27378.0,11562.0,64.0
Gold,55.0,157.0,5.7,5.4,6.3,151.6,17980.0,10872.0,47.0
Gold,72.0,36.0,6.8,4.3,7.2,177.7,20482.0,12054.0,16.0
Gold,63.0,16.0,6.6,5.5,8.4,203.9,22299.0,12634.0,13.0
Gold,67.0,15.0,7.8,5.2,5.9,259.1,21176.0,15177.0,14.0
Gold,57.0,51.0,7.5,6.0,5.9,211.7,19586.0,13230.0,44.0
Gold,47.0,38.0,5.2,5.7,8.5,195.3,25495.0,12099.0,15.0
Gold,59.0,34.0,6.8,6.6,5.4,163.3,18137.0,11391.0,44.0
Gold,59.0,17.0,3.5,3.4,6.4,128.5,12359.0,8679.0,6.0
Gold,52.0,130.0,5.7,4.8,5.0,183.7,14545.0,11415.0,91.0
Gold,48.0,94.0,4.9,6.1,7.0,139.5,17442.0,10070.0,33.0
Gold,48.0,129.0,8.2,6.9,8.5,165.3,19962.0,12115.0,142.0
Gold,45.0,86.0,9.6,7.3,6.5,162.7,21425.0,12452.0,153.0
Gold,51.0,111.0,5.7,4.7,6.0,166.5,17636.0,11108.0,52.0
Gold,58.0,50.0,9.0,5.8,4.8,201.5,22844.0,13243.0,57.0
Gold,67.0,9.0,10.6,4.0,6.9,184.8,21031.0,12931.0,16.0
Gold,55.0,175.0,7.2,5.7,8.6,179.8,17881.0,12075.0,151.0
Gold,45.0,40.0,7.9,7.0,7.7,187.5,21130.0,12329.0,45.0
Gold,54.0,113.0,7.4,5.4,10.3,167.6,24706.0,11672.0,41.0
Gold,49.0,78.0,6.1,5.1,7.4,145.6,19220.0,10663.0,39.0
Gold,66.0,125.0,6.2,7.2,14.6,118.4,18600.0,10759.0,46.0
Gold,63.0,110.0,5.6,5.3,12.1,155.7,19916.0,11423.0,39.0
Gold,46.0,44.0,3.3,4.9,8.9,166.5,14339.0,9817.0,10.0
Gold,59.0,196.0,8.2,7.2,9.3,159.7,17954.0,12300.0,197.0
Gold,59.0,168.0,5.7,5.9,3.5,196.0,16552.0,12835.0,49.0
Gold,54.0,41.0,9.0,5.5,6.2,185.3,20021.0,12959.0,50.0
Gold,50.0,30.0,8.1,5.4,9.2,187.4,22980.0,13260.0,20.0
Gold,56.0,36.0,7.2,7.2,8.6,147.0,15168.0,11227.0,23.0
Gold,55.0,105.0,8.0,5.5,8.6,182.9,17833.0,12336.0,131.0
Gold,56.0,16.0,10.8,7.8,7.9,182.9,27986.0,13696.0,19.0
Gold,65.0,60.0,8.4,5.5,8.7,194.2,18003.0,12878.0,70.0
Gold,54.0,61.0,8.9,6.5,5.2,165.4,21253.0,11773.0,125.0
Gold,62.0,13.0,13.6,8.2,3.9,199.6,25630.0,14686.0,48.0
Gold,55.0,114.0,11.6,7.0,5.7,130.9,23974.0,12356.0,144.0
Gold,57.0,105.0,7.7,5.6,6.2,177.7,24517.0,12708.0,75.0
Gold,53.0,47.0,10.2,7.1,7.5,176.8,22444.0,13187.0,84.0
Gold,53.0,59.0,13.6,6.8,6.1,168.3,28546.0,13919.0,146.0
Gold,54.0,136.0,7.8,6.9,7.3,170.9,18780.0,11889.0,130.0
Gold,55.0,56.0,7.2,6.4,6.8,187.1,17939.0,11662.0,83.0
Gold,57.0,69.0,9.5,6.0,8.4,146.9,23427.0,12023.0,56.0
Gold,53.0,15.0,6.7,7.1,3.6,165.9,18623.0,11245.0,12.0
Gold,48.0,23.0,6.2,6.3,8.1,153.7,15570.0,10909.0,9.0
Gold,64.0,91.0,11.3,6.8,6.1,162.5,21670.0,12974.0,171.0
Gold,54.0,125.0,6.6,4.8,4.8,204.4,19593.0,12660.0,80.0
Platinum,59.0,61.0,5.1,4.6,9.1,196.0,20025.0,11190.0,29.0
Platinum,57.0,65.0,6.3,5.5,5.9,187.8,15216.0,11369.0,42.0
Platinum,58.0,24.0,7.1,4.3,9.6,163.5,17392.0,11729.0,17.0
Platinum,52.0,71.0,5.9,4.6,5.7,204.9,16305.0,11859.0,49.0
Platinum,55.0,97.0,5.7,3.9,7.0,200.1,21792.0,12105.0,35.0
Platinum,55.0,196.0,5.7,5.2,7.1,145.1,11755.0,10474.0,121.0
Platinum,58.0,19.0,7.2,4.7,9.5,153.8,16350.0,11686.0,11.0
Platinum,56.0,108.0,6.7,5.9,4.7,201.0,17157.0,12291.0,79.0
Platinum,49.0,69.0,8.7,5.4,6.7,219.1,20832.0,13464.0,95.0
Platinum,57.0,77.0,8.8,4.0,6.3,230.3,19633.0,13446.0,112.0
Platinum,55.0,60.0,7.2,6.9,6.2,126.9,20791.0,10403.0,52.0
Platinum,51.0,41.0,6.1,6.0,6.5,227.7,22833.0,12994.0,29.0
Platinum,60.0,37.0,7.3,6.3,6.0,214.5,26332.0,13261.0,32.0
Platinum,71.0,21.0,9.9,6.0,5.1,176.4,21950.0,12966.0,39.0
Platinum,41.0,22.0,8.5,6.4,7.0,200.9,24052.0,13330.0,24.0
Platinum,67.0,24.0,8.1,5.7,6.3,160.5,21072.0,11336.0,22.0
Platinum,54.0,219.0,6.2,4.6,6.6,182.0,21849.0,11313.0,171.0
Platinum,57.0,191.0,7.1,4.3,4.2,229.2,20580.0,13548.0,78.0
Platinum,45.0,107.0,8.3,6.0,7.0,189.3,20327.0,12557.0,92.0
Platinum,71.0,44.0,9.0,5.0,7.0,182.7,27021.0,13262.0,50.0
Platinum,55.0,138.0,8.6,5.4,4.6,189.3,20689.0,12634.0,210.0
Platinum,52.0,126.0,5.6,5.5,6.6,207.0,19384.0,12382.0,56.0
Platinum,53.0,17.0,10.2,5.9,5.4,158.2,22730.0,12003.0,13.0
Platinum,61.0,125.0,8.1,5.7,6.0,189.9,20479.0,12409.0,113.0
Platinum,55.0,73.0,8.5,5.1,5.8,194.0,20340.0,12200.0,100.0
Platinum,58.0,57.0,6.6,5.4,5.7,223.5,20356.0,12664.0,27.0
Platinum,71.0,17.0,12.5,5.9,6.9,153.0,25331.0,13151.0,28.0
Platinum,46.0,13.0,6.3,3.9,2.7,179.8,13583.0,10707.0,5.0
Platinum,56.0,151.0,8.2,5.1,5.5,201.9,23866.0,12228.0,167.0
Platinum,60.0,78.0,7.2,5.0,9.4,185.5,19556.0,12133.0,63.0
Platinum,60.0,115.0,6.7,5.6,8.3,210.3,23487.0,13425.0,62.0
Platinum,59.0,138.0,9.0,5.6,6.3,196.3,19950.0,12480.0,212.0
Platinum,68.0,22.0,7.5,5.9,7.2,176.3,20321.0,11869.0,18.0
Platinum,57.0,124.0,7.0,5.0,8.0,135.8,18783.0,10043.0,53.0
Platinum,60.0,191.0,6.0,4.9,8.8,209.6,24698.0,12517.0,100.0
